"Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Revolving_Bal_Per_Limit,Avg_Transaction_Value,Churn"
"58,1,46,4,2,2,2203.0,1394,0.57,1788,45,0.364,0.633,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.6327734906945075,39.733333333333334,0"
"54,3,38,4,2,4,5122.0,1642,0.935,1908,39,0.696,0.321,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.3205778992581023,48.92307692307692,0"
"53,1,48,4,1,3,3074.0,2390,0.421,1377,38,0.583,0.777,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.7774886141834743,36.23684210526316,0"
"38,3,36,4,3,2,2584.0,0,0.593,1843,28,0.647,0.0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.0,65.82142857142857,0"
"31,1,26,4,1,2,2037.0,0,0.88,2563,64,0.641,0.0,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,0.0,40.046875,0"
"34,1,29,4,3,2,14938.0,1412,0.677,1930,36,0.636,0.095,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.09452403266836257,53.611111111111114,0"
"38,3,31,6,1,2,2014.0,896,1.055,2460,52,0.857,0.445,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0.4448857994041708,47.30769230769231,0"
"39,2,34,3,4,3,1818.0,0,0.651,2054,55,0.774,0.0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.0,37.345454545454544,1"
"37,2,36,4,1,4,14926.0,0,0.635,2405,55,0.667,0.0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.0,43.72727272727273,0"
"51,1,43,4,3,2,2827.0,1308,0.79,3291,55,0.618,0.463,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.46268128758401134,59.836363636363636,0"
"53,3,42,3,2,4,2773.0,1507,1.06,1197,25,1.083,0.543,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0.5434547421565092,47.88,0"
"53,0,41,3,3,2,16033.0,560,0.963,1158,31,1.067,0.035,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.03492796108027194,37.354838709677416,0"
"65,1,54,5,3,4,3213.0,2517,0.507,1855,39,0.773,0.783,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.7833800186741363,47.56410256410256,0"
"33,3,26,5,1,3,3616.0,0,0.912,3133,72,1.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,43.513888888888886,0"
"37,3,30,6,1,3,5924.0,1023,0.765,3305,80,0.778,0.173,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.17268737339635382,41.3125,0"
"47,4,41,5,3,4,14535.0,0,0.711,2970,76,0.689,0.0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,39.078947368421055,0"
"59,0,49,6,2,4,2833.0,1609,0.78,1335,23,1.3,0.568,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.567949170490646,58.04347826086956,0"
"59,0,49,5,2,3,1479.0,601,0.607,1621,32,0.6,0.406,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.40635564570655847,50.65625,0"
"34,3,29,3,1,4,1617.0,1347,0.73,2546,55,0.719,0.833,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.8330241187384044,46.29090909090909,0"
"26,0,13,4,4,4,2237.0,451,0.837,2192,36,0.44,0.202,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0.2016092981671882,60.888888888888886,0"
"45,4,40,3,3,3,2900.0,1782,1.351,4686,64,0.561,0.614,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.6144827586206897,73.21875,0"
"54,2,45,4,3,2,13126.0,2086,0.659,1836,37,0.762,0.159,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.15892122504952003,49.62162162162162,0"
"52,2,40,6,1,3,8695.0,1407,0.634,2030,58,0.706,0.162,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0.1618171362852214,35.0,0"
"47,3,41,6,3,4,6692.0,1897,1.035,3902,76,0.689,0.283,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.2834728033472803,51.3421052631579,0"
"57,4,36,3,1,2,2159.0,1004,0.603,1353,30,0.111,0.465,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0.4650301065308013,45.1,0"
"34,5,27,5,2,2,2501.0,1909,0.956,1850,34,1.125,0.763,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.7632946821271491,54.411764705882355,0"
"36,0,27,3,3,2,6338.0,2379,0.624,1715,39,0.5,0.375,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.3753550015777848,43.97435897435897,0"
"36,0,30,1,3,4,2190.0,0,0.908,1412,38,0.583,0.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0.0,37.1578947368421,1"
"57,3,49,4,2,3,7578.0,1628,0.721,1325,29,1.231,0.215,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,0.2148324096067564,45.689655172413794,0"
"29,1,18,4,3,2,2963.0,1466,1.378,2523,48,0.846,0.495,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.4947688153898076,52.5625,0"
"37,3,20,3,3,3,8260.0,2077,1.167,2323,47,0.621,0.251,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.25145278450363195,49.42553191489362,0"
"46,2,36,3,4,3,8309.0,858,0.888,1165,35,0.4,0.103,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.10326152364905525,33.285714285714285,1"
"55,0,35,5,1,4,3864.0,1901,0.289,1018,32,0.391,0.492,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.4919772256728778,31.8125,0"
"56,3,47,6,3,3,10230.0,1082,0.658,1484,34,0.545,0.106,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.10576735092864126,43.64705882352941,0"
"32,0,27,3,3,4,22382.0,0,0.418,695,10,0.25,0.0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,69.5,1"
"39,4,36,6,3,2,25790.0,1798,0.973,2443,70,0.556,0.07,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0.069716944552152,34.9,0"
"63,1,53,6,1,3,2675.0,2517,0.957,1959,56,1.0,0.941,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.9409345794392523,34.982142857142854,0"
"49,3,38,3,3,4,1652.0,812,0.548,1771,47,0.516,0.492,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.4915254237288136,37.680851063829785,0"
"38,2,26,4,1,3,5815.0,1698,0.896,1604,42,0.448,0.292,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.29200343938091144,38.19047619047619,0"
"60,0,52,5,1,2,2595.0,2189,0.276,1562,27,0.174,0.844,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0.8435452793834297,57.851851851851855,0"
"38,3,36,5,2,3,3421.0,2308,2.037,2269,39,1.053,0.675,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,0.6746565331774335,58.17948717948718,0"
"63,2,51,4,2,3,6922.0,1704,0.278,1449,28,0.217,0.246,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.24617162669748627,51.75,0"
"43,2,36,6,2,4,6979.0,898,0.565,1665,44,0.375,0.129,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.1286717294741367,37.84090909090909,0"
"39,2,34,4,3,4,2594.0,0,0.526,1457,43,0.387,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,33.883720930232556,0"
"35,4,24,5,2,4,16915.0,1679,0.834,2795,55,0.833,0.099,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.09926101093703814,50.81818181818182,0"
"45,2,39,3,4,4,34516.0,0,1.014,1041,27,0.35,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,38.55555555555556,1"
"35,1,29,4,2,2,2523.0,1877,1.631,2005,50,1.174,0.744,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.7439556084026953,40.1,0"
"48,3,39,2,4,3,6235.0,0,0.848,1225,34,0.478,0.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,36.029411764705884,1"
"26,1,13,6,2,4,1473.0,0,0.813,2099,39,0.857,0.0,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.0,53.82051282051282,0"
"36,3,26,3,2,3,17116.0,939,1.575,2547,45,0.731,0.055,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.05486094881981771,56.6,0"
"37,2,17,5,3,2,4631.0,1991,1.669,2864,37,0.947,0.43,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.42992874109263657,77.4054054054054,0"
"39,2,19,3,3,2,3047.0,2150,0.882,1602,37,1.312,0.706,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0.7056120774532327,43.2972972972973,0"
"49,4,37,5,2,2,32338.0,1664,0.919,3013,83,0.766,0.051,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.05145649081575855,36.30120481927711,0"
"56,3,36,5,3,3,2253.0,1375,0.388,1324,38,0.31,0.61,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,0.6102973812694186,34.8421052631579,0"
"45,2,38,4,6,4,16611.0,0,0.954,1960,48,0.6,0.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.0,40.833333333333336,0"
"34,2,36,3,4,2,22886.0,836,0.889,2652,61,0.743,0.037,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.036528882286113784,43.47540983606557,0"
"29,0,14,6,3,3,3544.0,0,0.718,2435,63,1.032,0.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0,38.65079365079365,0"
"28,0,19,3,3,4,3480.0,0,0.731,2744,75,0.829,0.0,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,36.586666666666666,0"
"65,0,56,5,3,2,3549.0,1880,0.624,1215,22,0.571,0.53,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.5297266835728374,55.22727272727273,0"
"26,1,15,5,2,4,1438.3,737,0.806,2856,39,0.5,0.512,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.5124104845998748,73.23076923076923,0"
"57,3,36,6,2,3,3136.0,1422,0.591,1260,34,0.889,0.453,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0.4534438775510204,37.05882352941177,0"
"47,3,36,6,2,4,34516.0,933,0.946,1804,32,0.6,0.027,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.027030942171746435,56.375,0"
"54,1,48,4,3,2,6814.0,1570,0.653,1339,30,0.364,0.23,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.23040798356325212,44.63333333333333,0"
"48,2,32,3,2,4,34516.0,2098,0.741,3093,66,0.784,0.061,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,0.06078340479777494,46.86363636363637,0"
"36,1,36,6,3,4,8500.0,2517,0.445,1618,37,1.312,0.296,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.29611764705882354,43.729729729729726,0"
"43,3,33,3,3,2,28170.0,1859,0.568,1013,28,0.75,0.066,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.06599219027334044,36.17857142857143,0"
"54,2,48,6,1,4,6610.0,928,0.894,3328,69,0.683,0.14,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.14039334341906204,48.231884057971016,0"
"37,1,26,6,3,2,15755.0,1410,0.839,2061,61,0.649,0.089,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.08949539828625833,33.78688524590164,0"
"33,3,36,5,3,4,2711.0,2073,0.711,1567,42,0.75,0.765,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.7646624861674659,37.30952380952381,0"
"38,2,25,4,1,4,3735.0,1199,0.886,1573,35,0.75,0.321,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.3210174029451138,44.94285714285714,0"
"36,4,36,5,3,2,10216.0,1822,0.778,2568,69,0.683,0.178,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.1783476898981989,37.21739130434783,0"
"40,3,28,6,1,2,20420.0,1657,1.038,1804,41,0.864,0.081,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.08114593535749265,44.0,0"
"37,2,30,2,4,4,13662.0,0,0.153,725,22,0.0,0.0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,32.95454545454545,1"
"26,0,13,4,3,3,3038.0,1460,0.98,2243,38,0.462,0.481,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.48057932850559576,59.026315789473685,0"
"45,3,35,5,3,3,7050.0,659,0.52,1236,36,1.0,0.093,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.09347517730496453,34.333333333333336,0"
"26,0,13,6,1,4,1775.0,1162,0.93,2169,43,0.536,0.655,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.6546478873239436,50.44186046511628,0"
"42,3,30,6,2,2,8960.0,1054,0.414,1488,26,0.368,0.118,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.11763392857142857,57.23076923076923,0"
"33,2,36,3,1,2,2355.0,1773,0.774,1765,27,0.929,0.753,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.7528662420382166,65.37037037037037,0"
"57,4,47,5,2,4,6803.0,1332,0.809,1476,30,0.579,0.196,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.19579597236513302,49.2,0"
"55,2,50,5,2,4,2145.0,1207,0.521,1275,31,0.476,0.563,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.5627039627039627,41.12903225806452,0"
"40,3,36,5,2,3,3919.0,1640,0.8,1872,51,0.5,0.418,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0.418474100535851,36.705882352941174,0"
"32,1,23,3,2,3,4500.0,0,0.626,2439,63,0.703,0.0,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,38.714285714285715,0"
"62,1,54,3,3,4,2941.0,1173,0.436,1453,27,0.35,0.399,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.3988439306358382,53.81481481481482,0"
"26,0,13,3,3,3,7102.0,0,0.537,2411,41,0.281,0.0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.0,58.80487804878049,0"
"37,3,26,3,3,4,6866.0,2389,0.395,862,13,0.182,0.348,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.3479464025633557,66.3076923076923,1"
"57,1,52,3,2,3,10378.0,1540,0.547,1306,32,0.28,0.148,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.1483908267488919,40.8125,0"
"47,3,43,4,3,2,13473.0,1335,0.814,1593,46,0.484,0.099,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.09908706301491872,34.630434782608695,0"
"47,4,34,6,3,3,18178.0,0,0.922,1837,37,0.682,0.0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.0,49.648648648648646,0"
"48,2,43,5,3,4,8171.0,852,0.639,1909,52,0.733,0.104,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.10427120303512422,36.71153846153846,0"
"49,4,36,6,3,3,1438.3,0,0.782,2170,41,0.464,0.0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0.0,52.926829268292686,0"
"35,3,20,5,3,4,8082.0,2307,0.637,1725,29,1.071,0.285,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.285449146250928,59.48275862068966,0"
"57,3,48,5,2,3,24589.0,1640,0.4,4291,78,0.625,0.067,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.0666964903005409,55.01282051282051,0"
"62,0,49,5,1,2,30310.0,0,0.777,3703,91,0.492,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0.0,40.69230769230769,0"
"55,2,36,6,3,4,2967.0,2129,1.075,2177,59,0.788,0.718,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.7175598247387934,36.898305084745765,0"
"36,2,17,5,2,3,3092.0,1825,1.46,2883,61,0.488,0.59,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.5902328589909444,47.26229508196721,0"
"54,1,42,5,3,2,1618.0,668,0.552,1515,31,0.476,0.413,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.41285537700865266,48.87096774193548,0"
"30,0,23,5,2,3,2498.0,1632,0.712,2048,35,1.188,0.653,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.6533226581265013,58.51428571428571,0"
"46,3,41,5,2,2,2564.0,0,1.026,2038,45,0.364,0.0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,45.28888888888889,0"
"43,3,34,3,4,4,10540.0,1489,1.029,1980,45,0.607,0.141,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.14127134724857685,44.0,0"
"34,2,28,4,3,3,13384.0,1853,0.807,1899,33,0.833,0.138,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.13844889420203227,57.54545454545455,0"
"55,3,48,5,2,4,16208.0,1278,0.543,1842,56,0.436,0.079,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.07884995064165844,32.892857142857146,0"
"36,2,27,3,3,4,3049.0,2198,1.546,2617,48,1.0,0.721,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0.7208920957691046,54.520833333333336,0"
"44,1,33,5,4,3,19214.0,0,0.998,3407,47,1.136,0.0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.0,72.48936170212765,0"
"39,2,25,5,2,3,3071.0,2517,0.583,1765,36,0.565,0.82,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0.8196027352653859,49.02777777777778,0"
"34,2,29,3,1,3,13395.0,1678,1.006,2650,69,0.865,0.125,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.12527062336692796,38.405797101449274,0"
"40,3,31,6,3,4,17126.0,1201,0.802,3891,79,0.881,0.07,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.07012729183697303,49.25316455696203,0"
"42,2,36,5,3,2,8083.0,0,1.076,3942,84,0.75,0.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.0,46.92857142857143,0"
"36,3,28,4,2,3,8995.0,1547,0.923,2398,61,0.794,0.172,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.17198443579766537,39.31147540983606,0"
"26,1,13,3,2,3,2404.0,1198,0.501,2692,63,0.5,0.498,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.4983361064891847,42.73015873015873,0"
"42,1,32,4,2,2,2807.0,1845,1.027,1346,26,1.0,0.657,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.6572853580334878,51.76923076923077,0"
"55,0,36,3,3,2,3097.0,827,0.511,1390,24,0.263,0.267,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.26703261220536,57.916666666666664,0"
"45,3,37,6,2,2,10651.0,672,0.767,2073,54,0.543,0.063,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,0.06309266735517792,38.388888888888886,0"
"61,2,47,5,2,3,2175.0,1404,0.633,3994,64,0.778,0.646,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.6455172413793103,62.40625,0"
"41,4,28,5,3,0,28020.0,1470,1.226,1723,36,1.25,0.052,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.05246252676659529,47.861111111111114,0"
"35,1,23,4,3,3,2640.0,1051,0.833,3116,80,0.6,0.398,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.39810606060606063,38.95,0"
"34,2,27,3,1,4,31313.0,2152,0.679,2555,62,0.676,0.069,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.06872544949382046,41.20967741935484,0"
"37,2,31,3,2,4,7304.0,0,1.144,2717,63,0.703,0.0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.0,43.12698412698413,0"
"46,2,32,6,2,3,3254.0,0,0.733,967,24,1.182,0.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.0,40.291666666666664,1"
"26,1,21,3,3,2,1438.3,0,0.745,2660,89,0.712,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,29.8876404494382,0"
"54,3,41,5,4,4,3161.0,1220,0.82,2412,62,0.824,0.386,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.3859538120847833,38.903225806451616,0"
"47,3,36,5,3,4,7246.0,0,0.612,777,13,0.625,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,59.76923076923077,1"
"56,5,36,5,4,4,3088.0,2517,0.848,2292,54,0.862,0.815,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.8150906735751295,42.44444444444444,0"
"42,4,32,6,3,2,13719.0,1384,1.201,3774,63,0.658,0.101,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,0.10088198848312559,59.904761904761905,0"
"30,1,18,5,1,3,4726.0,1380,0.622,1723,31,0.55,0.292,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,0.2920016927634363,55.58064516129032,0"
"32,1,36,5,3,3,6100.0,1520,0.853,1668,32,0.882,0.249,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0.24918032786885247,52.125,0"
"40,2,28,6,2,4,19279.0,1427,0.892,1777,56,0.647,0.074,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.07401836194823383,31.732142857142858,0"
"33,1,20,3,2,4,3792.0,1625,0.618,1888,39,0.625,0.429,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.42853375527426163,48.41025641025641,0"
"64,0,53,3,3,4,2084.0,1647,0.664,1597,37,0.542,0.79,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.7903071017274472,43.16216216216216,0"
"33,1,28,4,3,3,34516.0,0,0.636,2804,70,0.842,0.0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.0,40.05714285714286,0"
"52,3,43,5,2,2,6849.0,2126,0.611,1651,43,0.344,0.31,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,0.3104102788728281,38.395348837209305,0"
"59,0,39,6,3,4,2417.0,1932,1.044,2367,50,0.786,0.799,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0.799338022341746,47.34,0"
"41,4,33,6,4,3,5802.0,2490,0.849,3386,53,1.038,0.429,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.42916235780765255,63.886792452830186,0"
"38,2,31,3,2,2,2919.0,2192,1.073,2399,57,0.966,0.751,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,0.750942103460089,42.08771929824562,0"
"29,2,20,4,1,2,2462.0,2021,0.966,2320,57,0.676,0.821,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8208773354995939,40.70175438596491,0"
"43,3,38,3,4,2,1947.0,0,0.838,2119,52,1.0,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0,40.75,0"
"40,3,29,2,2,4,18563.0,0,0.729,2395,45,0.552,0.0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.0,53.22222222222222,1"
"37,1,36,3,3,3,3992.0,1289,1.008,2181,32,0.6,0.323,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.32289579158316634,68.15625,0"
"32,1,14,4,2,2,3568.0,2175,1.368,1913,35,0.667,0.61,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.609585201793722,54.65714285714286,0"
"36,2,27,3,3,2,7776.0,831,1.007,3063,87,0.891,0.107,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.10686728395061729,35.206896551724135,0"
"58,0,42,3,2,3,1438.3,0,0.835,1088,22,1.444,0.0,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0.0,49.45454545454545,1"
"53,3,36,3,3,3,9355.0,715,0.422,1138,38,0.727,0.076,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.07642971672902191,29.94736842105263,0"
"37,3,32,3,4,4,19636.0,1566,0.649,2595,58,0.611,0.08,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0.07975147687920146,44.741379310344826,0"
"47,2,36,6,3,3,7327.0,0,0.857,1788,46,0.586,0.0,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,0.0,38.869565217391305,0"
"36,1,25,6,3,2,7049.0,1932,0.804,2602,51,0.545,0.274,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0.2740814299900695,51.01960784313726,0"
"26,0,18,4,3,2,2033.0,1471,0.672,2236,55,0.41,0.724,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,0.7235612395474668,40.654545454545456,0"
"38,1,20,5,1,3,5153.0,2517,1.488,3095,63,0.969,0.488,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.48845332815835435,49.12698412698413,0"
"32,0,22,4,2,2,2062.0,1665,1.276,2397,41,0.64,0.807,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.8074684772065955,58.46341463414634,0"
"37,3,31,3,3,4,2005.0,1517,0.729,2439,61,0.848,0.757,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.7566084788029925,39.98360655737705,0"
